handle,tweets,is_retweet,retweet_count,favorite_count,hour,month_f,day,year,text,hashtag
realDonaldTrump,benghazi another hillary clinton failure never seems work way supposed clinton,False,8021,23836,20,JUN,28,2016,benghazi another hillary clinton failure never seems work way supposed clinton,[]
realDonaldTrump,check nd video lying crooked hillary online watch,False,5143,11033,19,JUN,28,2016,check nd video lying crooked hillary online watch,[]
realDonaldTrump,canceled cable sick bad coverage fawning clinton listened great speech youtube,False,3222,12507,19,JUN,28,2016,canceled cable sick bad coverage fawning clinton listened great speech youtube,[]
realDonaldTrump,would think unions would support,False,2117,7382,19,JUN,28,2016,would think unions would support,[]
realDonaldTrump,also help notice stock market reaction speaking,False,2831,8936,19,JUN,28,2016,also help notice stock market reaction speaking,[]
realDonaldTrump,let get trump supporters massive numbers make america great create jobs,False,3063,10033,19,JUN,28,2016,let get trump supporters massive numbers make america great create jobs,[]
realDonaldTrump,good smart business maybe corporations overtaxed would stay voting,False,2561,8889,19,JUN,28,2016,good smart business maybe corporations overtaxed would stay voting,[]
realDonaldTrump,guest today making money fox business pm et pm pt discussing tune,False,1956,7249,19,JUN,28,2016,guest today making money fox business pm et pm pt discussing tune,[]
HillaryClinton,trump speaking outsourcing right one shirts made bangladesh,False,6811,11082,18,JUN,28,2016,trump speaking outsourcing right one shirts made bangladesh,[]
HillaryClinton,years later celebrate stonewall national monument lgbt community decades struggle progress,True,350,1130,18,JUN,28,2016,years later celebrate stonewall national monument lgbt community decades struggle progress,[]
HillaryClinton,senate dems right public health emergencies place inject harmful partisan policies,True,579,951,17,JUN,28,2016,senate dems right public health emergencies place inject harmful partisan policies,[]
HillaryClinton,believe people work purpose dignity explains,True,607,1488,16,JUN,28,2016,believe people work purpose dignity explains,[]
HillaryClinton,progressive gets things done make two,False,1270,3910,16,JUN,28,2016,progressive gets things done make two,[]
HillaryClinton,almost trump cares,False,2957,7807,15,JUN,28,2016,almost trump cares,[]
HillaryClinton,terrorists taking advantage loopholes gun laws stop,False,1095,2464,14,JUN,28,2016,terrorists taking advantage loopholes gun laws stop,[]
HillaryClinton,washington dc raises minimum wage hour giving working people boost,True,489,1017,14,JUN,28,2016,washington dc raises minimum wage hour giving working people boost,[]
HillaryClinton,hillary clinton wants forgive student debt entrepreneurs,True,930,1973,12,JUN,28,2016,hillary clinton wants forgive student debt entrepreneurs,[]
HillaryClinton,supporting efforts move clean energy showed climate leader need,True,497,1228,11,JUN,28,2016,supporting efforts move clean energy showed climate leader need,[]
HillaryClinton,donald trump proves every day american people,False,2514,6501,2,JUN,28,2016,donald trump proves every day american people,[]
HillaryClinton,today decision upholding reproductive rights major victory take granted,False,1178,3544,1,JUN,28,2016,today decision upholding reproductive rights major victory take granted,[]
HillaryClinton,election values let donald vs hillary,False,1788,4788,0,JUN,28,2016,election values let donald vs hillary,[]
HillaryClinton,thanks children health insurance program eight million kids like kayla covered watch new ad,False,1362,3699,23,JUN,27,2016,thanks children health insurance program eight million kids like kayla covered watch new ad,[]
HillaryClinton,complicated need economy work everyone rich well connected,False,1526,4358,21,JUN,27,2016,complicated need economy work everyone rich well connected,[]
HillaryClinton,national pts awareness day working create usps stamp assist affected,True,262,589,20,JUN,27,2016,national pts awareness day working create usps stamp assist affected,[]
HillaryClinton,things harder registering vote featuring,True,7110,11025,20,JUN,27,2016,things harder registering vote featuring,[]
HillaryClinton,say voters may doubts one fight harder families,False,1245,4176,19,JUN,27,2016,say voters may doubts one fight harder families,[]
HillaryClinton,talk someone trusting got earn believe say matters hillary,False,2205,7712,19,JUN,27,2016,talk someone trusting got earn believe say matters hillary,[]
HillaryClinton,every day donald trump proves american people hillary,False,1046,2594,19,JUN,27,2016,every day donald trump proves american people hillary,[]
HillaryClinton,americans telling us struggles want given chance fighting chance hillary live chicago,False,708,2559,19,JUN,27,2016,americans telling us struggles want given chance fighting chance hillary live chicago,[]
HillaryClinton,great day hit campaign trail ohio,False,1988,6643,17,JUN,27,2016,great day hit campaign trail ohio,[]
HillaryClinton,hillary believes racism hatred injustice bigotry place country,False,2620,6122,16,JUN,27,2016,hillary believes racism hatred injustice bigotry place country,[]
HillaryClinton,going let donald trump bankrupt america way bankrupted casinos,False,1736,5204,15,JUN,27,2016,going let donald trump bankrupt america way bankrupted casinos,[]
HillaryClinton,imagine trump sitting oval office next time america faces crisis imagine charge job savings stake,False,1895,5010,15,JUN,27,2016,imagine trump sitting oval office next time america faces crisis imagine charge job savings stake,[]
HillaryClinton,trump rails countries talks making america great products made places named america,False,2324,5789,15,JUN,27,2016,trump rails countries talks making america great products made places named america,[]
HillaryClinton,fight climate change making america clean energy superpower st century,False,913,2453,15,JUN,27,2016,fight climate change making america clean energy superpower st century,[]
HillaryClinton,reward companies share profits employees pay good wage executives workers,False,1320,4026,15,JUN,27,2016,reward companies share profits employees pay good wage executives workers,[]
HillaryClinton,let make sure wall street wealthy pay fair share taxes let put families first,False,769,2861,15,JUN,27,2016,let make sure wall street wealthy pay fair share taxes let put families first,[]
HillaryClinton,let student debt crisis continue got give hard working students families relief,False,824,2226,15,JUN,27,2016,let student debt crisis continue got give hard working students families relief,[]
HillaryClinton,wrong millionaires get tax cuts families facing barriers success election chance make right,False,1299,4090,14,JUN,27,2016,wrong millionaires get tax cuts families facing barriers success election chance make right,[]
HillaryClinton,exposes trump temperamentally unfit totally unqualified president hillary,False,1054,3380,14,JUN,27,2016,exposes trump temperamentally unfit totally unqualified president hillary,[]
HillaryClinton,knows takes beat thin skinned bully driven greed hate hillary,False,1020,3147,14,JUN,27,2016,knows takes beat thin skinned bully driven greed hate hillary,[]
HillaryClinton,donald trump says make america great means make even greater rich guys like donald trump,False,1344,3757,14,JUN,27,2016,donald trump says make america great means make even greater rich guys like donald trump,[]
HillaryClinton,watch live hillary takes stage ohio,False,456,1232,14,JUN,27,2016,watch live hillary takes stage ohio,[]
HillaryClinton,smiles count elizabeth warren take stage cincy,True,564,2017,14,JUN,27,2016,smiles count elizabeth warren take stage cincy,[]
HillaryClinton,fight next president protect women health women punished exercising basic rights h,False,2891,6399,14,JUN,27,2016,fight next president protect women health women punished exercising basic rights h,[]
HillaryClinton,scotus decision victory women texas across america safe abortion right paper reality h,False,8438,20063,14,JUN,27,2016,scotus decision victory women texas across america safe abortion right paper reality h,[]
realDonaldTrump,negative comes watch anymore,False,7110,23825,13,JUN,27,2016,negative comes watch anymore,[]
realDonaldTrump,media unrelenting go report story negative light called brexit hillary wrong watch november,False,6866,22113,13,JUN,27,2016,media unrelenting go report story negative light called brexit hillary wrong watch november,[]
realDonaldTrump,crooked hillary wheeling one least productive senators u senate goofy elizabeth warren lied heritage,False,8224,25940,13,JUN,27,2016,crooked hillary wheeling one least productive senators u senate goofy elizabeth warren lied heritage,[]
HillaryClinton,children health program existence today hillary pushing,False,720,2081,12,JUN,27,2016,children health program existence today hillary pushing,[]
HillaryClinton,volatile world last thing need volatile president,False,1886,4334,12,JUN,27,2016,volatile world last thing need volatile president,[]
HillaryClinton,continuemos haciendo historia juntos,False,579,1281,3,JUN,27,2016,continuemos haciendo historia juntos,[]
HillaryClinton,throw away shot win tickets see hillary enter,False,587,2059,2,JUN,27,2016,throw away shot win tickets see hillary enter,[]
realDonaldTrump,trump voters scare back numbers growing amp taking country back,False,8874,24025,1,JUN,27,2016,trump voters scare back numbers growing amp taking country back,[]
realDonaldTrump,trump presidency america make brilliant new trade deals donald trump,False,6045,20114,1,JUN,27,2016,trump presidency america make brilliant new trade deals donald trump,[]
HillaryClinton,stop fighting lgbt americans live lives free prejudice violence hate,False,1133,3103,1,JUN,27,2016,stop fighting lgbt americans live lives free prejudice violence hate,[]
